"CT County Subdivisions,Year",Year,Town,Total property crime Rate,"Crime, Total property crime, Number","Total estimated population, Number"
"9,003,870,002,000",2000,Windsor,2135.5,603,28237
"9,001,681,702,008",2008,Shelton,1438.87,565,39267
"9,003,326,402,008",2008,Granby,1216.76,135,11095
"9,007,153,502,006",2006,Clinton,2099.44,277,13194
"9,001,772,002,008",2008,Trumbull,2097.41,748,35663
"9,001,089,802,009",2009,Brookfield,1032.19,169,16373
"9,005,804,902,002",2002,Watertown,1800.11,393,21832
"9,005,172,402,000",2000,Cornwall,3068.34,44,1434
"9,001,741,902,008",2008,Stratford,3052.72,1560,51102
"9,007,180,802,010",2010,Cromwell,2527.67,354,14005
"9,011,159,102,006",2006,Colchester,549.77,85,15461
"9,007,153,502,008",2008,Clinton,2918.27,386,13227
"9,009,787,402,008",2008,Wallingford,1807.08,808,44713
"9,003,705,502,004",2004,Southington,2006.62,824,41064
"9,001,683,102,008",2008,Sherman,440.77,16,3630
"9,009,696,402,004",2004,Southbury,764.32,146,19102
"9,001,336,202,008",2008,Greenwich,796.31,487,61157
"9,001,683,102,001",2001,Sherman,473.44,18,3802
"9,015,867,902,000",2000,Windham,665,152,22857
"9,015,091,902,009",2009,Brooklyn,764.87,62,8106
"9,001,681,702,007",2007,Shelton,1403.3,549,39122
"9,005,526,302,006",2006,New Milford,847.34,235,27734
"9,003,745,402,008",2008,Suffield,836.71,128,15298
"9,011,523,502,006",2006,New London,4195.23,1126,26840
"9,011,339,002,000",2000,Griswold,879.06,95,10807
"9,007,143,002,009",2009,Chester,680.27,27,3969
"9,007,816,802,008",2008,Westbrook,1277.72,87,6809
"9,001,681,702,001",2001,Shelton,1396.19,534,38247
"9,013,720,902,008",2008,Stafford,670.52,80,11931
"9,015,674,002,007",2007,Scotland,656.72,11,1675
"9,005,160,502,006",2006,Colebrook,878.97,13,1479
"9,005,864,402,000",2000,Winchester,1481.62,158,10664
"9,003,101,002,009",2009,Burlington,576.71,53,9190
"9,011,716,702,004",2004,Sprague,1176.08,35,2976
"9,003,521,402,006",2006,Newington,3107.12,934,30060
"9,011,068,202,009",2009,Bozrah,615.38,16,2600
"9,011,339,002,008",2008,Griswold,921.34,108,11722
"9,013,164,002,006",2006,Columbia,890.32,47,5279
"9,013,778,302,008",2008,Union,486.62,4,822
"9,003,259,902,002",2002,Enfield,2501.11,1128,45100
"9,013,164,001,999",1999,Columbia,1347.82,67,4971
"9,001,683,102,007",2007,Sherman,437.76,16,3655
"9,005,679,602,001",2001,Sharon,779.93,23,2949
"9,005,679,602,007",2007,Sharon,563.78,16,2838
"9,005,322,902,008",2008,Goshen,787.67,23,2920
"9,005,109,402,009",2009,Canaan,820.34,10,1219
"9,009,787,402,003",2003,Wallingford,2196.57,959,43659
"9,001,529,802,006",2006,Newtown,900.26,239,26548
"9,009,073,102,009",2009,Branford,2399.26,674,28092
"9,011,342,502,008",2008,Groton,2058.74,825,40073
"92,006",2006,Connecticut,2584.41,90627,3506684
"9,013,782,502,008",2008,Vernon,1160.38,336,28956
"9,001,835,002,008",2008,Westport,1660.13,436,26263
"9,013,253,602,002",2002,Ellington,824.85,111,13457
"92,000",2000,Connecticut,2908.12,99038,3405565
"9,009,349,502,008",2008,Guilford,1708.75,379,22180
"9,009,676,102,001",2001,Seymour,1342.93,209,15563
"9,015,121,302,009",2009,Canterbury,884.43,45,5088
"9,001,730,702,004",2004,Stamford,1968.03,2348,119307
"9,001,336,202,000",2000,Greenwich,1227.48,750,61101
"9,013,762,902,008",2008,Tolland,504.4,74,14671
"9,001,863,702,000",2000,Wilton,1185.28,209,17633
"9,013,720,902,004",2004,Stafford,800.41,93,11619
"9,005,160,502,009",2009,Colebrook,336.93,5,1484
"9,003,849,002,008",2008,Wethersfield,1824.06,485,26589
"9,013,859,502,000",2000,Willington,889.41,53,5959
"9,011,737,702,008",2008,Stonington,1797.25,331,18417
"9,005,534,702,006",2006,Norfolk,651.27,11,1689
"9,007,352,302,008",2008,Haddam,974.35,79,8108
"9,005,172,402,006",2006,Cornwall,771.39,11,1426
"9,011,342,502,002",2002,Groton,1975.02,789,39949
"9,003,122,702,009",2009,Canton,857.4,87,10147
"9,011,802,802,002",2002,Waterford,3115.73,599,19225
"9,009,538,902,006",2006,North Branford,1428.87,203,14207
"9,005,082,102,009",2009,Bridgewater,575.71,10,1737
"9,007,208,102,010",2010,Durham,703.84,52,7388
"9,013,178,002,006",2006,Coventry,1434.14,173,12063
"9,013,164,002,009",2009,Columbia,772.91,42,5434
"9,015,674,002,001",2001,Scotland,762.87,12,1573
"9,001,238,902,002",2002,Easton,464.73,34,7316
"9,015,734,202,004",2004,Sterling,707.76,24,3391
"9,009,356,502,008",2008,Hamden,2482.09,1493,60151
"9,003,689,402,007",2007,Simsbury,1032.95,242,23428
"9,005,664,202,001",2001,Salisbury,936,37,3953
"9,015,138,102,009",2009,Chaplin,434.78,10,2300
"9,001,835,001,998",1998,Westport,2675.83,689,25749
"9,005,540,302,006",2006,North Canaan,1471.91,49,3329
"9,003,084,902,009",2009,Bristol,1826.73,1104,60436
"9,013,859,502,008",2008,Willington,979.25,59,6025
"9,009,349,502,000",2000,Guilford,1682.4,360,21398
"92,009",2009,Connecticut,2325.17,82712,3557244
"9,005,797,202,008",2008,Washington,809.6,29,3582
"9,001,741,902,004",2004,Stratford,3395.4,1716,50539
"9,011,737,702,004",2004,Stonington,2064.75,375,18162
"9,003,849,001,998",1998,Wethersfield,1842.34,484,26271
"9,007,180,802,006",2006,Cromwell,2457.38,333,13551
"9,011,662,102,001",2001,Salem,1286.34,50,3887
"9,009,141,602,009",2009,Cheshire,1031.21,301,29189
"9,003,713,902,007",2007,South Windsor,2037.91,516,25320
"9,009,548,702,006",2006,North Haven,2319.39,549,23670
"9,003,849,002,000",2000,Wethersfield,2150.66,565,26271
"9,015,218,602,002",2002,Eastford,729.93,12,1644
"9,005,172,402,009",2009,Cornwall,1477.83,21,1421
"9,009,465,202,003",2003,Meriden,4721.25,2787,59031
"9,003,745,402,004",2004,Suffield,1116.12,161,14425
"9,003,705,502,007",2007,Southington,2101.41,884,42067
"9,013,692,202,007",2007,Somers,511.85,57,11136
"9,001,185,002,006",2006,Danbury,2040.14,1601,78475
"9,005,659,302,001",2001,Roxbury,511.87,11,2149
"9,009,229,102,009",2009,East Haven,2483.7,724,29150
"9,009,696,402,007",2007,Southbury,1040.87,203,19503
"9,011,555,002,006",2006,North Stonington,792.27,41,5175
"9,003,370,702,008",2008,Hartford,5134.69,6374,124136
"9,001,188,502,006",2006,Darien,926.93,188,20282
"9,013,178,002,009",2009,Coventry,1320.69,163,12342
"9,013,859,501,998",1998,Willington,1090.79,65,5959
"9,005,757,302,004",2004,Thomaston,1044.8,80,7657
"9,011,716,702,007",2007,Sprague,1107.38,33,2980
"9,003,371,402,008",2008,Hartland,382.04,8,2094
"9,003,653,702,001",2001,Rocky Hill,1901.87,345,18140
"9,007,153,502,009",2009,Clinton,2325.76,308,13243
"9,013,720,902,007",2007,Stafford,615.88,73,11853
"9,001,560,602,006",2006,Norwalk,2418.92,2045,84542
"9,015,360,002,008",2008,Hampton,542.89,10,1842
"9,001,835,002,000",2000,Westport,2108.82,543,25749
"9,007,180,802,009",2009,Cromwell,2728.19,379,13892
"9,001,834,302,008",2008,Weston,719.14,73,10151
"9,015,758,702,004",2004,Thompson,691.55,63,9110
"9,001,863,701,998",1998,Wilton,941.42,166,17633
"9,005,372,802,008",2008,Harwinton,825.85,46,5570
"9,007,191,302,006",2006,Deep River,865.61,40,4621
"9,003,248,002,002",2002,East Windsor,3172.4,320,10087
"9,011,159,102,009",2009,Colchester,936.16,149,15916
"9,001,730,702,007",2007,Stamford,1584.62,1917,120975
"9,001,639,702,001",2001,Ridgefield,593.86,141,23743
"9,003,870,002,008",2008,Windsor,2111.97,610,28883
"9,005,864,401,998",1998,Winchester,1425.36,152,10664
"9,001,185,002,009",2009,Danbury,1913.09,1536,80289
"9,003,870,702,008",2008,Windsor Locks,1692.59,210,12407
"9,013,762,902,004",2004,Tolland,381.08,53,13908
"9,011,562,702,006",2006,Norwich,2630.15,1019,38743
"9,013,379,102,008",2008,Hebron,633.51,60,9471
"9,009,195,502,006",2006,Derby,2630.34,334,12698
"9,005,879,102,008",2008,Woodbury,661.91,65,9820
"9,015,734,202,007",2007,Sterling,886.18,32,3611
"9,001,634,802,001",2001,Redding,394.78,33,8359
"9,011,234,002,010",2010,East Lyme,1012.58,194,19159
"9,007,208,102,006",2006,Durham,748.16,53,7084
"9,001,188,502,009",2009,Darien,645,133,20620
"9,009,875,602,008",2008,Wolcott,1574.42,258,16387
"9,015,867,901,998",1998,Windham,1071.88,245,22857
"9,011,570,402,006",2006,Old Lyme,730.99,55,7524
"9,005,402,902,008",2008,Kent,1252.12,37,2955
"9,001,834,302,000",2000,Weston,896.68,90,10037
"9,011,234,002,002",2002,East Lyme,982.21,180,18326
"9,001,080,702,009",2009,Bridgeport,3905.84,5615,143759
"9,005,765,702,004",2004,Torrington,2803.16,1000,35674
"9,007,573,202,006",2006,Old Saybrook,2613.68,269,10292
"9,001,863,702,008",2008,Wilton,617.49,111,17976
"9,003,220,702,006",2006,East Granby,1062.76,53,4987
"9,007,191,302,009",2009,Deep River,907.72,42,4627
"9,009,877,002,008",2008,Woodbridge,1368.34,123,8989
"9,003,458,202,003",2003,Marlborough,1064.55,63,5918
"9,011,737,702,007",2007,Stonington,1907.05,350,18353
"9,015,627,102,001",2001,Putnam,662.25,60,9060
"9,013,010,802,009",2009,Andover,885.23,29,3276
"9,001,772,002,004",2004,Trumbull,2260.18,790,34953
"9,009,576,002,006",2006,Orange,3065.78,419,13667
"9,003,870,001,998",1998,Windsor,2408.19,680,28237
"9,007,816,802,000",2000,Westbrook,1573.43,99,6292
"9,009,195,502,009",2009,Derby,3034.78,390,12851
"9,007,224,902,010",2010,East Hampton,1250.1,162,12959
"9,013,778,302,004",2004,Union,1981.51,15,757
"9,003,326,402,000",2000,Granby,1498.02,155,10347
"9,007,407,102,008",2008,Killingworth,778.33,50,6424
"9,007,222,802,006",2006,East Haddam,715.18,63,8809
"9,009,229,102,002",2002,East Haven,2791.96,793,28403
"9,003,745,402,007",2007,Suffield,1273.21,192,15080
"9,009,583,002,006",2006,Oxford,684.69,79,11538
"9,015,867,902,008",2008,Windham,468.01,116,24786
"9,011,339,002,002",2002,Griswold,942.37,104,11036
"9,007,208,102,009",2009,Durham,902.63,66,7312
"9,003,870,701,998",1998,Windsor Locks,1851.7,223,12043
"9,013,782,502,004",2004,Vernon,1283.81,366,28509
"9,009,800,702,002",2002,Waterbury,5506.53,5941,107890
"9,007,224,902,006",2006,East Hampton,838.67,110,13116
"9,011,621,502,001",2001,Preston,1001.71,47,4692
"9,009,622,902,001",2001,Prospect,695,61,8777
"9,015,599,802,006",2006,Plainfield,1013.85,153,15091
"9,015,405,002,008",2008,Killingly,959.86,165,17190
"9,003,226,302,006",2006,East Hartford,3511.2,1776,50581
"9,003,220,702,009",2009,East Granby,1037.59,53,5108
"9,015,014,302,009",2009,Ashford,302.68,13,4295
"9,011,786,002,004",2004,Voluntown,508.21,13,2558
"9,003,226,302,002",2002,East Hartford,3336,1665,49910
"9,011,426,002,008",2008,Ledyard,787.82,118,14978
"9,001,741,902,007",2007,Stratford,3019.9,1539,50962
"9,003,020,602,009",2009,Avon,962.45,172,17871
"9,015,758,702,007",2007,Thompson,678.59,63,9284
"9,003,601,202,006",2006,Plainville,3667.22,644,17561
"9,009,875,601,998",1998,Wolcott,2017.75,307,15215
"9,009,229,102,006",2006,East Haven,2417.62,697,28830
"9,007,222,802,009",2009,East Haddam,884.27,80,9047
"9,009,012,202,009",2009,Ansonia,1845.67,354,19180
"9,009,787,402,004",2004,Wallingford,2017.32,885,43870
"9,011,432,302,008",2008,Lisbon,2777.78,119,4284
"9,007,618,002,001",2001,Portland,1089.67,96,8810
"9,005,027,602,009",2009,Barkhamsted,1751.13,66,3769
"9,005,757,302,007",2007,Thomaston,1955.74,152,7772
"9,005,607,502,006",2006,Plymouth,2025.17,243,11999
"9,011,423,902,008",2008,Lebanon,940.79,68,7228
"9,015,610,302,001",2001,Pomfret,598.49,23,3843
"9,007,224,902,009",2009,East Hampton,784.74,102,12998
"9,009,877,001,998",1998,Woodbridge,1680.95,151,8983
"9,005,879,101,998",1998,Woodbury,782.78,72,9198
"9,007,224,902,002",2002,East Hampton,489.72,65,13273
"9,005,433,702,008",2008,Litchfield,1149.83,97,8436
"9,011,234,002,006",2006,East Lyme,1211.12,227,18743
"9,013,164,002,000",2000,Columbia,1025.95,51,4971
"9,005,795,102,004",2004,Warren,747.94,10,1337
"9,015,610,302,006",2006,Pomfret,516.35,21,4067
"9,007,191,302,010",2010,Deep River,1166.56,54,4629
"9,003,248,002,006",2006,East Windsor,3812.12,405,10624
"9,003,226,302,009",2009,East Hartford,3321.98,1697,51084
"9,005,864,402,008",2008,Winchester,2255.98,251,11126
"9,005,607,502,001",2001,Plymouth,2077.81,243,11695
"9,005,765,702,007",2007,Torrington,1801.33,649,36029
"9,015,881,901,998",1998,Woodstock,858.61,62,7221
"9,003,043,002,009",2009,Berlin,1563.37,308,19701
"9,005,797,202,004",2004,Washington,1003.06,36,3589
"9,007,618,002,006",2006,Portland,1054.58,97,9198
"9,011,442,102,008",2008,Lyme,902.06,21,2328
"9,007,222,802,002",2002,East Haddam,883.18,75,8492
"9,003,220,702,010",2010,East Granby,971.25,50,5148
"9,009,800,702,004",2004,Waterbury,6002.27,6513,108509
"9,001,772,002,007",2007,Trumbull,1806.35,641,35486
"9,003,601,202,001",2001,Plainville,3368.46,585,17367
"9,015,218,602,006",2006,Eastford,412.49,7,1697
"9,009,045,802,009",2009,Bethany,852.84,47,5511
"9,013,778,302,007",2007,Union,1116.63,9,806
"9,011,621,502,006",2006,Preston,1316.07,62,4711
"9,009,445,602,008",2008,Madison,1242.65,226,18187
"9,001,238,902,006",2006,Easton,634.88,47,7403
"9,009,032,502,009",2009,Beacon Falls,887.92,53,5969
"9,011,802,802,004",2004,Waterford,3331.95,643,19298
"9,007,470,802,010",2010,Middlefield,994.35,44,4425
"9,003,220,702,002",2002,East Granby,849.56,41,4826
"9,015,599,802,001",2001,Plainfield,2088.72,307,14698
"9,013,782,502,007",2007,Vernon,1175.29,339,28844
"9,009,622,902,006",2006,Prospect,876.62,80,9126
"9,003,447,002,008",2008,Manchester,3553.99,2045,57541
"9,013,253,602,006",2006,Ellington,777.7,113,14530
"9,015,881,902,008",2008,Woodstock,422.26,33,7815
"9,005,804,902,004",2004,Watertown,1563.49,344,22002
"9,013,762,902,007",2007,Tolland,607.73,88,14480
"9,013,449,102,008",2008,Mansfield,1170.3,297,25378
"9,009,583,002,001",2001,Oxford,989.41,100,10107
"9,011,786,002,007",2007,Voluntown,1239.83,32,2581
"9,015,627,102,006",2006,Putnam,384.99,36,9351
"9,007,222,802,010",2010,East Haddam,1347.8,123,9126
"9,003,259,902,006",2006,Enfield,2524.68,1133,44877
"9,005,049,302,009",2009,Bethlehem,473.67,17,3589
"9,003,825,902,004",2004,West Hartford,2930.93,1860,63461
"9,009,475,352,010",2010,Milford,3085.73,1628,52759
"9,003,458,202,008",2008,Marlborough,861.93,54,6265
"9,009,576,002,001",2001,Orange,3051.48,406,13305
"9,009,787,402,007",2007,Wallingford,1880.81,837,44502
"9,005,160,502,000",2000,Colebrook,1223.66,18,1471
"9,005,172,402,010",2010,Cornwall,1549.3,22,1420
"9,005,402,902,012",2012,,,,2979
"9,003,849,002,011",2011,,,,26668
"9,013,782,502,012",2012,,,,29179
"9,007,573,202,012",2012,,,,10242
"9,013,859,502,011",2011,,,,6041
"9,003,705,502,012",2012,,,,43069
"9,005,804,902,011",2011,,,,22514
"9,001,863,702,011",2011,,,,18062
"9,009,787,402,012",2012,,,,45135
"9,003,825,902,011",2011,,,,63268
"9,001,741,902,011",2011,,,,51384
"9,013,720,902,012",2012,,,,12087
"9,009,828,702,011",2011,,,,55564
"9,013,778,302,011",2011,,,,854
"9,007,816,802,011",2011,,,,6938
"9,013,782,502,011",2011,,,,29179
"9,011,426,002,012",2012,,,,15051
"9,007,180,802,012",2012,,,,14005
"9,009,583,002,012",2012,,,,12683
"9,001,834,302,011",2011,,,,10179
"9,003,870,702,011",2011,,,,12498
"9,003,312,402,012",2012,,,,34427
"9,011,786,002,012",2012,,,,2603
"9,001,835,002,011",2011,,,,26391
"9,009,787,402,011",2011,,,,45135
"9,013,859,502,012",2012,,,,6041
"9,003,220,702,012",2012,,,,5148
"9,015,867,902,011",2011,,,,25268
"9,011,432,302,012",2012,,,,4338
"9,001,863,702,012",2012,,,,18062
"9,003,870,002,011",2011,,,,29044
"9,005,372,802,012",2012,,,,5642
"9,005,797,202,011",2011,,,,3578
"9,001,834,302,012",2012,,,,10179
"9,013,762,902,012",2012,,,,15052
"9,009,195,502,012",2012,,,,12902
"9,003,276,002,012",2012,,,,25340
"9,005,765,702,012",2012,,,,36383
"9,005,864,402,011",2011,,,,11242
"9,011,802,802,011",2011,,,,19517
"9,003,849,002,012",2012,,,,26668
"9,011,299,102,012",2012,,,,1922
"9,001,185,002,012",2012,,,,80893
"9,007,208,102,012",2012,,,,7388
"9,003,870,702,012",2012,,,,12498
"9,009,875,602,012",2012,,,,16680
"9,005,757,302,012",2012,,,,7887
"9,009,877,002,012",2012,,,,8990
"9,001,188,502,012",2012,,,,20732
"9,005,864,402,012",2012,,,,11242
"9,015,758,702,012",2012,,,,9458
"9,005,322,902,012",2012,,,,2976
"9,001,835,002,012",2012,,,,26391
"9,007,222,802,012",2012,,,,9126
"9,007,191,302,012",2012,,,,4629
"9,003,870,002,012",2012,,,,29044
"9,007,224,902,012",2012,,,,12959
"9,001,336,202,012",2012,,,,61171
"9,003,326,402,012",2012,,,,11282
"9,009,445,602,012",2012,,,,18269
"9,005,879,102,012",2012,,,,9975
"9,015,881,902,012",2012,,,,7964
"9,011,339,002,012",2012,,,,11951
"9,015,867,902,012",2012,,,,25268
"9,003,226,302,012",2012,,,,51252
"9,011,234,002,012",2012,,,,19159
"9,011,342,502,012",2012,,,,40115
"9,009,349,502,012",2012,,,,22375
"9,005,372,802,011",2011,,,,5642
"9,013,379,102,011",2011,,,,9686
"9,009,622,902,011",2011,,,,9405
"9,005,659,302,011",2011,,,,2262
"9,011,662,102,011",2011,,,,4151
"9,005,402,902,011",2011,,,,2979
"9,015,405,002,011",2011,,,,17370
"9,009,538,902,011",2011,,,,14407
"9,005,664,202,011",2011,,,,3741
"9,007,407,102,011",2011,,,,6525
"9,015,674,002,011",2011,,,,1726
"9,011,423,902,011",2011,,,,7308
"9,009,548,702,011",2011,,,,24093
"9,009,676,102,011",2011,,,,16540
"9,011,426,002,011",2011,,,,15051
"9,005,679,602,011",2011,,,,2782
"9,015,599,802,011",2011,,,,15405
"9,011,432,302,011",2011,,,,4338
"9,001,560,602,011",2011,,,,85603
"9,001,681,702,011",2011,,,,39559
"9,003,601,202,011",2011,,,,17716
"9,011,562,702,011",2011,,,,40493
"9,001,683,102,011",2011,,,,3581
"9,005,607,502,011",2011,,,,12243
"9,011,442,102,011",2011,,,,2406
"9,011,570,402,011",2011,,,,7603
"9,003,689,402,011",2011,,,,23511
"9,007,407,102,012",2012,,,,6525
"9,015,610,302,011",2011,,,,4247
"9,003,447,002,012",2012,,,,58241
"9,009,445,602,011",2011,,,,18269
"9,007,573,202,011",2011,,,,10242
"9,013,692,202,011",2011,,,,11444
"9,007,618,002,011",2011,,,,9508
"9,005,433,702,011",2011,,,,8466
"9,003,447,002,011",2011,,,,58241
"9,009,576,002,011",2011,,,,13956
"9,005,540,302,011",2011,,,,3315
"9,011,621,502,011",2011,,,,4726
"9,013,449,102,011",2011,,,,26543
"9,009,583,002,011",2011,,,,12683
"9,009,696,402,011",2011,,,,19904
"9,013,178,002,012",2012,,,,12435
"9,011,555,002,011",2011,,,,5297
"9,015,627,102,011",2011,,,,9584
"9,003,458,202,011",2011,,,,6404
"9,001,634,802,011",2011,,,,9158
"9,009,465,202,011",2011,,,,60868
"9,009,469,402,011",2011,,,,7575
"9,009,229,102,012",2012,,,,29257
"9,001,639,702,011",2011,,,,24638
"9,007,470,802,011",2011,,,,4425
"9,003,713,902,011",2011,,,,25709
"9,003,653,702,011",2011,,,,19709
"9,007,473,602,011",2011,,,,47648
"9,005,433,702,012",2012,,,,8466
"9,009,475,352,011",2011,,,,52759
"9,003,705,502,011",2011,,,,43069
"9,001,486,202,011",2011,,,,19479
"9,011,489,002,011",2011,,,,19571
"9,005,494,602,011",2011,,,,2388
"9,007,352,302,012",2012,,,,8346
"9,009,499,502,011",2011,,,,31862
"9,003,504,402,011",2011,,,,73206
"9,001,505,802,011",2011,,,,19738
"9,001,508,602,011",2011,,,,13881
"9,005,513,502,011",2011,,,,6970
"9,009,520,702,011",2011,,,,129779
"9,011,523,502,011",2011,,,,27620
"9,005,526,302,011",2011,,,,28142
"9,003,521,402,011",2011,,,,30562
"9,001,529,802,011",2011,,,,27560
"9,005,534,702,011",2011,,,,1709
"9,009,676,102,012",2012,,,,16540
"9,009,012,202,011",2011,,,,19249
"9,015,014,302,011",2011,,,,4317
"9,013,010,802,011",2011,,,,3303
"9,003,020,602,011",2011,,,,18098
"9,003,043,002,011",2011,,,,19866
"9,005,027,602,011",2011,,,,3799
"9,003,259,902,012",2012,,,,44654
"9,001,047,202,011",2011,,,,18584
"9,009,045,802,011",2011,,,,5563
"9,003,059,102,011",2011,,,,20486
"9,005,049,302,011",2011,,,,3607
"9,009,032,502,011",2011,,,,6049
"9,011,068,202,011",2011,,,,2627
"9,009,073,102,011",2011,,,,28026
"9,015,218,602,012",2012,,,,1749
"9,003,248,002,012",2012,,,,11162
"9,001,080,702,011",2011,,,,144229
"9,013,062,602,011",2011,,,,4980
"9,003,084,902,011",2011,,,,60477
"9,009,356,502,012",2012,,,,60960
"9,005,082,102,011",2011,,,,1727
"9,001,238,902,012",2012,,,,7490
"9,001,089,802,011",2011,,,,16452
"9,003,101,002,011",2011,,,,9301
"9,015,091,902,011",2011,,,,8210
"9,015,121,302,011",2011,,,,5132
"9,013,253,602,012",2012,,,,15602
"9,003,122,702,011",2011,,,,10292
"9,005,109,402,011",2011,,,,1234
"9,015,360,002,012",2012,,,,1863
"9,009,141,602,011",2011,,,,29261
"9,003,370,702,012",2012,,,,124775
"9,007,153,502,011",2011,,,,13260
"9,007,143,002,011",2011,,,,3994
"9,015,138,102,011",2011,,,,2305
"9,011,159,102,011",2011,,,,16068
"9,005,160,502,011",2011,,,,1485
"9,007,262,702,012",2012,,,,6683
"92,011",2011,,,,3574097
"9,005,172,402,011",2011,,,,1420
"9,013,178,002,011",2011,,,,12435
"9,013,164,002,011",2011,,,,5485
"9,007,180,802,011",2011,,,,14005
"9,011,442,102,012",2012,,,,2406
"9,001,185,002,011",2011,,,,80893
"9,001,188,502,011",2011,,,,20732
"9,007,191,302,011",2011,,,,4629
"9,009,195,502,011",2011,,,,12902
"9,007,208,102,011",2011,,,,7388
"9,003,220,702,011",2011,,,,5148
"9,007,222,802,011",2011,,,,9126
"9,007,224,902,011",2011,,,,12959
"9,003,226,302,011",2011,,,,51252
"9,009,229,102,011",2011,,,,29257
"9,011,234,002,011",2011,,,,19159
"9,003,248,002,011",2011,,,,11162
"9,015,218,602,011",2011,,,,1749
"9,001,238,902,011",2011,,,,7490
"9,013,253,602,011",2011,,,,15602
"9,015,405,002,012",2012,,,,17370
"9,003,259,902,011",2011,,,,44654
"9,001,266,202,011",2011,,,,59404
"9,007,262,702,011",2011,,,,6683
"9,003,276,002,011",2011,,,,25340
"9,003,312,402,011",2011,,,,34427
"9,005,322,902,011",2011,,,,2976
"9,011,299,102,011",2011,,,,1922
"9,001,336,202,011",2011,,,,61171
"9,003,326,402,011",2011,,,,11282
"9,011,339,002,011",2011,,,,11951
"9,011,342,502,011",2011,,,,40115
"9,009,349,502,011",2011,,,,22375
"9,007,352,302,011",2011,,,,8346
"9,009,356,502,011",2011,,,,60960
"9,015,360,002,011",2011,,,,1863
"9,003,370,702,011",2011,,,,124775
"9,003,371,402,011",2011,,,,2114
"9,009,877,002,011",2011,,,,8990
"9,013,010,802,012",2012,,,,3303
"9,015,881,902,011",2011,,,,7964
"9,009,875,602,011",2011,,,,16680
"9,005,879,102,011",2011,,,,9975
"9,015,014,302,012",2012,,,,4317
"9,009,012,202,012",2012,,,,19249
"9,005,027,602,012",2012,,,,3799
"9,003,020,602,012",2012,,,,18098
"9,003,043,002,012",2012,,,,19866
"9,009,032,502,012",2012,,,,6049
"9,009,045,802,012",2012,,,,5563
"9,001,047,202,012",2012,,,,18584
"9,005,049,302,012",2012,,,,3607
"9,013,062,602,012",2012,,,,4980
"9,003,059,102,012",2012,,,,20486
"9,009,073,102,012",2012,,,,28026
"9,011,068,202,012",2012,,,,2627
"9,001,080,702,012",2012,,,,144229
"9,005,082,102,012",2012,,,,1727
"9,003,084,902,012",2012,,,,60477
"9,001,089,802,012",2012,,,,16452
"9,003,101,002,012",2012,,,,9301
"9,015,091,902,012",2012,,,,8210
"9,005,109,402,012",2012,,,,1234
"9,015,121,302,012",2012,,,,5132
"9,003,122,702,012",2012,,,,10292
"9,015,138,102,012",2012,,,,2305
"9,007,153,502,012",2012,,,,13260
"9,009,141,602,012",2012,,,,29261
"9,007,143,002,012",2012,,,,3994
"9,011,159,102,012",2012,,,,16068
"9,005,160,502,012",2012,,,,1485
"9,013,164,002,012",2012,,,,5485
"9,003,371,402,012",2012,,,,2114
"9,013,379,102,012",2012,,,,9686
"9,003,458,202,012",2012,,,,6404
"9,009,465,202,012",2012,,,,60868
"9,007,473,602,012",2012,,,,47648
"9,009,475,352,012",2012,,,,52759
"9,001,486,202,012",2012,,,,19479
"9,011,489,002,012",2012,,,,19571
"9,003,504,402,012",2012,,,,73206
"9,007,470,802,012",2012,,,,4425
"9,005,513,502,012",2012,,,,6970
"9,011,523,502,012",2012,,,,27620
"92,012",2012,,,,3574097
"9,009,499,502,012",2012,,,,31862
"9,001,508,602,012",2012,,,,13881
"9,001,505,802,012",2012,,,,19738
"9,005,494,602,012",2012,,,,2388
"9,009,469,402,012",2012,,,,7575
"9,009,520,702,012",2012,,,,129779
"9,013,692,202,012",2012,,,,11444
"9,013,720,902,011",2011,,,,12087
"9,009,696,402,012",2012,,,,19904
"9,015,734,202,011",2011,,,,3830
"9,011,716,702,012",2012,,,,2984
"9,001,266,202,012",2012,,,,59404
"9,011,737,702,011",2011,,,,18545
"9,009,576,002,012",2012,,,,13956
"9,005,797,202,012",2012,,,,3578
"9,005,172,402,012",2012,,,,1420
"9,009,800,702,012",2012,,,,110366
"9,003,745,402,011",2011,,,,15735
"9,011,802,802,012",2012,,,,19517
"9,005,804,902,012",2012,,,,22514
"9,015,758,702,011",2011,,,,9458
"9,003,825,902,012",2012,,,,63268
"9,009,548,702,012",2012,,,,24093
"9,009,828,702,012",2012,,,,55564
"9,007,618,002,012",2012,,,,9508
"9,011,423,902,012",2012,,,,7308
"9,011,716,702,011",2011,,,,2984
"9,015,599,802,012",2012,,,,15405
"9,005,534,702,012",2012,,,,1709
"9,011,562,702,012",2012,,,,40493
"9,009,538,902,012",2012,,,,14407
"9,013,449,102,012",2012,,,,26543
"9,015,674,002,012",2012,,,,1726
"9,015,610,302,012",2012,,,,4247
"9,001,730,702,011",2011,,,,122643
"9,005,526,302,012",2012,,,,28142
"9,003,653,702,012",2012,,,,19709
"9,011,621,502,012",2012,,,,4726
"9,003,521,402,012",2012,,,,30562
"9,011,555,002,012",2012,,,,5297
"9,009,622,902,012",2012,,,,9405
"9,001,529,802,012",2012,,,,27560
"9,015,627,102,012",2012,,,,9584
"9,001,730,702,012",2012,,,,122643
